book,chapter,verse,start,end
2,7,3,1601.3384,1608.8421
2,7,4,1609.4761,1622.0345
2,7,5,1623.7216,1632.4456
2,7,6,1632.8473,1638.3532
2,7,7,1638.775,1645.7329
2,7,8,1646.1948,1649.3103
2,7,9,1649.6317,1659.4544
2,7,10,1660.1675,1673.651
2,7,11,1673.9724,1682.2359
2,7,12,1682.9482,1690.87
2,7,13,1691.8541,1697.3341
2,7,14,1699.0413,1705.1421
2,7,15,1705.363,1718.0332
2,7,16,1718.214,1729.7582
2,7,17,1729.8185,1742.3079
2,7,18,1742.6694,1751.4534
2,7,19,1751.4534,1773.096
2,7,20,1773.4374,1790.5311
2,7,21,1792.0776,1804.6675
2,7,22,1804.8884,1815.1203
2,7,23,1815.4818,1821.5863
2,7,24,1822.0683,1830.1146
2,7,25,1830.7372,1836.4106
2,7,26,1836.5311,1846.467
2,7,27,1847.3306,1854.2655
2,7,28,1854.5467,1869.9283
2,7,29,1870.0287,1876.0322
2,8,1,1878.6339,1892.5867
2,8,2,1893.8325,1903.1368
2,8,3,1904.6431,1911.0549
2,8,4,1911.4164,1924.0407
2,8,5,1924.5987,1938.8399
2,8,6,1939.6835,1947.242
2,8,7,1948.0401,1957.1085
2,8,8,1957.691,1965.7066
2,8,9,1966.4497,1974.4229
2,8,10,1974.8246,1979.7689
2,8,11,1980.5924,1990.2825
2,8,12,1990.7777,2002.403
2,8,13,2002.7846,2018.1662
2,8,14,2018.6683,2024.7324
2,8,15,2025.1542,2038.8487
2,8,16,2039.8931,2053.8487
2,8,17,2054.0696,2069.8727
2,8,18,2070.3346,2083.6293
2,8,19,2084.0712,2090.5369
2,8,20,2091.983,2104.5728
2,8,21,2104.9544,2111.6168
2,8,22,2111.9382,2124.769
2,8,23,2125.1305,2132.975
2,8,24,2133.1558,2144.5839
2,8,25,2144.6442,2162.5991
2,8,26,2163.1091,2166.6661
2,8,27,2166.9071,2176.4533
2,8,28,2176.7546,2182.9107
2,9,1,2185.8311,2195.559
2,9,2,2195.9205,2200.2814
2,9,3,2200.5827,2212.6872
2,9,4,2212.9483,2221.1012
2,9,5,2221.4565,2228.6013
2,9,6,2229.5654,2240.5029
2,9,7,2240.9046,2250.4223
2,9,8,2252.4709,2263.5425
2,9,9,2263.8839,2274.814
2,9,10,2275.2358,2288.1671
2,9,11,2289.4324,2298.5687
2,9,12,2299.111,2304.993
2,9,13,2305.2742,2317.864
2,9,14,2318.1653,2329.7166
2,9,15,2330.3392,2338.6403
2,9,16,2338.6403,2349.0081
2,9,17,2349.2334,2353.6106
2,9,18,2353.7713,2364.2789
2,9,19,2364.4396,2380.3032
2,9,20,2380.6045,2386.7458
2,9,21,2387.0471,2393.1857
2,9,22,2393.3665,2406.2482
2,9,23,2406.6901,2419.6137
2,9,24,2419.9953,2431.7245
2,9,25,2432.0659,2444.696
2,9,26,2445.2182,2450.5176
2,9,27,2450.7385,2462.3041
2,9,28,2462.5652,2471.5284
2,9,29,2473.1352,2485.7049
2,9,30,2485.7049,2491.456
2,9,31,2491.7573,2498.7308
2,9,32,2499.3575,2504.5201
2,9,33,2505.2431,2516.7759
2,9,34,2517.3337,2526.4378
2,9,35,2527.145,2534.234
2,10,1,2540.634,2550.834
2,10,2,2551.434,2566.734
2,10,3,2567.134,2582.434
2,10,4,2583.234,2589.534
2,10,5,2589.834,2605.534
2,10,6,2605.934,2624.734
2,10,7,2625.234,2638.234
2,10,8,2638.734,2648.534
3,1,1,3.3933,8.733
3,1,2,8.733,21.2754
3,1,3,21.2754,31.6437
3,1,4,31.6437,37.102
3,1,5,37.102,50.5476
3,1,6,51.0517,55.6594
3,1,7,55.6594,63.3391
3,1,8,63.3391,74.7734
3,1,9,75.1725,85.9294
3,1,10,85.9294,94.5858
3,1,11,94.8799,106.7501
3,1,12,106.7501,118.3157
3,1,13,118.3157,131.7088
3,1,14,131.7088,141.1319
3,1,15,141.5047,151.8941
3,1,16,152.2617,161.1754
3,1,17,161.3067,175.603
3,2,1,179.0819,189.0666
3,2,2,192.4079,206.2619
3,2,3,206.2619,214.1873
3,2,4,214.8588,224.9456
3,2,5,225.1582,232.5087
3,2,6,232.9396,238.7288
3,2,7,239.1821,244.3725
3,2,8,244.6187,253.9837
3,2,9,254.4314,264.2328
3,2,10,264.5182,271.6952
3,2,11,273.4243,283.6231
3,2,12,284.0484,290.7721
3,2,13,291.0687,303.1029
3,2,14,303.1029,313.1338
3,2,15,313.3129,319.0014
3,2,16,319.0014,327.7173
3,3,1,332.1052,341.5586
3,3,2,341.9391,354.2867
3,3,3,355.1485,365.1905
3,3,4,365.543,376.5252
3,3,5,376.8889,387.0597
3,3,6,387.6361,395.1656
3,3,7,395.2663,401.0499
3,3,8,401.1954,410.8066
3,3,9,411.3494,426.8698
3,3,10,427.0489,437.3931
3,3,11,437.6785,442.9249
3,3,12,444.8779,448.6861
3,3,13,448.6861,458.37
3,3,14,458.6498,468.4121
3,3,15,469.3858,479.9315
3,3,16,480.1777,487.78
3,3,17,488.0038,495.7404
3,4,1,500.4567,503.2025
3,4,2,503.4711,514.9401
3,4,3,515.3878,526.3979
3,4,4,527.3884,537.4416
3,4,5,537.934,544.0982
3,4,6,544.4731,554.0675
3,4,7,559.0316,571.7913
3,4,8,572.502,582.5608
3,4,9,582.8742,594.0074
3,4,10,594.4383,602.2924
3,4,11,602.8184,609.8555
3,4,12,612.0938,625.0625
3,4,13,625.8459,638.5404
3,4,14,639.1839,650.9271
3,4,15,651.4867,660.7118
3,4,16,661.2882,666.1988
3,4,17,666.445,674.9202
3,4,18,675.2839,689.5565
3,4,19,691.2409,696.2299
3,4,20,696.4537,704.8506
3,4,21,705.3486,714.0701
3,4,22,714.4618,724.2968
3,4,23,724.515,734.0031
3,4,24,735.1782,743.6031
3,4,25,744.0284,754.3894
3,4,26,754.9993,764.5602
3,4,27,765.0079,776.018
3,4,28,776.337,786.0041
3,4,29,786.3454,792.0731
3,4,30,792.5152,804.0961
3,4,31,804.4766,820.3104
3,4,32,820.8476,827.0117
3,4,33,827.4985,835.8451
3,4,34,836.3655,848.6068
3,4,35,855.1608,867.4932
3,5,1,872.6441,880.9422
3,5,2,881.278,894.4537
3,5,3,894.6831,902.9737
3,5,4,903.2815,916.2502
3,5,5,916.6139,923.1586
3,5,6,923.4496,935.73
3,5,7,936.1777,948.9169
3,5,8,949.566,958.2651
3,5,9,958.5169,968.2344
3,5,10,968.2344,977.549
3,5,11,978.2597,994.4908
3,5,12,996.634,1008.2653
3,5,13,1008.7186,1018.201
3,5,14,1019.0795,1021.9701
3,5,15,1026.2611,1039.283
3,5,16,1039.6467,1053.1582
3,5,17,1053.8801,1063.883
3,5,18,1064.2188,1077.2042
3,5,19,1077.428,1080.6991
3,5,20,1081.0237,1083.6792
3,5,21,1084.1828,1095.7917
3,5,22,1096.0267,1105.3134
3,5,23,1105.638,1119.7594
3,5,24,1119.8769,1131.1557
3,5,25,1131.7377,1139.5974
3,5,26,1139.7541,1148.3972
3,6,1,1155.4174,1158.4102
3,6,2,1159.1209,1172.5205
3,6,3,1173.2703,1188.3263
3,6,4,1188.9698,1197.529
3,6,5,1199.1182,1213.9559
3,6,6,1214.6218,1218.3745
3,6,7,1219.1543,1226.7188
3,6,8,1227.2728,1242.0601
3,6,9,1242.6533,1253.0311
3,6,10,1253.4452,1262.3737
3,6,11,1264.4554,1274.7772
3,6,12,1275.2249,1277.7125
3,6,13,1278.0594,1292.6957
3,6,14,1292.6657,1302.4085
3,6,15,1302.7778,1311.6112
3,6,16,1312.2995,1317.4396
3,6,17,1317.8033,1320.3861
3,6,18,1320.6267,1332.5714
3,6,19,1332.8904,1339.6253
3,6,20,1339.9107,1350.8817
3,6,21,1351.8946,1361.489
3,6,22,1362.015,1366.9984
3,6,23,1367.6587,1377.4546
3,7,1,1381.1637,1385.5403
3,7,2,1385.8649,1393.4336
3,7,3,1393.6574,1399.732
3,7,4,1399.939,1410.6134
3,7,5,1411.5591,1417.0238
3,7,6,1417.2364,1423.3558
3,7,7,1423.6468,1430.6839
3,7,8,1431.0085,1438.0567
3,7,9,1439.7802,1449.9006
3,7,10,1450.1804,1457.6428
3,7,11,1458.0345,1462.4304
3,7,12,1462.8613,1477.3129
3,7,13,1477.6095,1483.3651
3,7,14,1483.5777,1492.6126
3,7,15,1493.0882,1500.836
3,7,16,1500.9647,1511.3313
3,7,17,1511.6335,1517.9487
3,7,18,1518.5139,1533.5083
3,7,19,1534.0567,1542.476
3,7,20,1545.2963,1554.5606
3,7,21,1554.79,1569.5606
3,7,22,1569.8348,1572.2609
3,7,23,1572.6806,1578.6713
3,7,24,1578.8392,1586.1281
3,7,25,1586.7436,1595.8008
3,7,26,1596.0358,1601.5397
3,7,27,1601.6684,1606.7302
3,7,28,1607.2562,1609.6375
3,7,29,1610.0348,1618.6499
3,7,30,1618.8793,1629.2851
3,7,31,1629.9622,1636.4957
3,7,32,1636.9098,1641.938
3,7,33,1642.3689,1649.7529
3,7,34,1650.0998,1663.9079
3,7,35,1664.2045,1671.1632
3,7,36,1672.8028,1680.6513
3,7,37,1680.8919,1688.6341
3,7,38,1689.037,1699.8961
3,8,1,1704.0064,1706.7177
3,8,2,1707.1374,1718.1308
3,8,3,1718.5953,1723.0191
3,8,4,1723.45,1730.2297
3,8,5,1730.5375,1735.5992
3,8,6,1735.9853,1740.7785
3,8,7,1741.0359,1755.5659
3,8,8,1756.1031,1762.5582
3,8,9,1763.5431,1774.8946
3,8,10,1776.758,1783.7727
3,8,11,1784.2036,1794.8332
3,8,12,1795.169,1800.8686
3,8,13,1801.1988,1812.83
3,8,14,1813.3168,1821.0254
3,8,15,1821.4955,1837.8049
3,8,16,1838.163,1849.0725
3,8,17,1849.5146,1859.3272
3,8,18,1859.6238,1865.7767
3,8,19,1866.118,1870.318
3,8,20,1870.7433,1878.6925
3,8,21,1879.5878,1892.9147
3,8,22,1893.6198,1901.1829
3,8,23,1901.7984,1913.4277
3,8,24,1913.7467,1928.6347
3,8,25,1930.2799,1941.3404
3,8,26,1941.5978,1955.585
3,8,27,1955.8928,1963.4783
3,8,28,1963.926,1974.6675
3,8,29,1975.0592,1986.5002
3,8,30,1986.6457,2002.5298
3,8,31,2002.8991,2019.3652
3,8,32,2019.7233,2024.0744
3,8,33,2024.4157,2034.3403
3,8,34,2035.0062,2040.6275
3,8,35,2040.9633,2050.7479
3,8,36,2051.1788,2057.2142
3,9,1,2064.5522,2070.8021
3,9,2,2070.7182,2079.8649
3,9,3,2080.3741,2090.456
3,9,4,2090.8533,2101.2759
3,9,5,2101.6396,2109.13
3,9,6,2111.3124,2119.547
3,9,7,2119.7988,2135.7445
3,9,8,2136.3013,2141.7546
3,9,9,2142.0568,2154.4547
3,9,10,2155.0591,2166.0748
3,9,11,2166.4329,2171.6961
3,9,12,2171.9815,2179.7404
3,9,13,2180.272,2187.0965
3,9,14,2187.3483,2193.0928
3,9,15,2193.4062,2203.023
3,9,16,2203.023,2206.4247
3,9,17,2206.822,2214.2748
3,9,18,2214.8456,2225.811
3,9,19,2226.3762,2234.5269
3,9,20,2234.8123,2240.5176
3,9,21,2240.9261,2248.7354
3,9,22,2250.2239,2258.3522
3,9,23,2258.7831,2268.0249
3,9,24,2268.3439,2280.227
3,10,1,2285.0721,2299.6779
3,10,2,2300.1927,2306.7094
3,10,3,2307.2858,2319.0346
3,10,4,2319.9243,2333.6933
3,10,5,2334.1242,2341.497
3,10,6,2341.7314,2359.4383
3,10,7,2359.4383,2368.7081
3,10,8,2369.1222,2371.5651
3,10,9,2371.6546,2382.7431
3,10,10,2384.198,2388.8686
3,10,11,2389.0309,2395.2566
3,10,12,2395.777,2410.044
3,10,13,2410.4357,2418.9837
3,10,14,2419.5041,2433.6983
3,10,15,2434.0341,2448.536
3,10,16,2449.1012,2459.2022
3,10,17,2459.2022,2470.4138
3,10,18,2470.6656,2478.6372
3,10,19,2479.0737,2493.5477
3,10,20,2493.6428,2497.1448
3,11,1,2502.0629,2505.9655
3,11,2,2506.3013,2514.1777
3,11,3,2514.5414,2523.2517
3,11,4,2523.6546,2535.7336
3,11,5,2536.1589,2541.5116
3,11,6,2541.9481,2548.4592
3,11,7,2548.6103,2557.5947
3,11,8,2557.785,2563.2328
3,11,9,2563.563,2573.2413
3,11,10,2573.5099,2585.421
3,11,11,2586.6913,2592.2399
3,11,12,2592.4973,2597.5703
3,11,13,2597.7718,2606.717
3,11,14,2606.7487,2609.88
3,11,15,2610.0926,2611.8137
3,11,16,2611.8579,2617.7475
3,11,17,2618.1792,2621.9065
3,11,18,2622.07,2626.2377
3,11,19,2626.4168,2632.0829
3,11,20,2632.3403,2637.5252
3,11,21,2637.7378,2648.6473
3,11,22,2650.0239,2659.8813
3,11,23,2660.5976,2665.346
3,11,24,2665.7657,2671.2248
3,11,25,2671.4542,2676.6503
3,11,26,2677.1651,2688.8076
3,11,27,2689.0986,2699.2805
3,11,28,2699.5827,2706.4855
3,11,29,2706.8324,2714.6362
3,11,30,2715.207,2720.8899
3,11,31,2722.1602,2729.768
3,11,32,2728.397,2744.0182
3,11,33,2744.4938,2752.4151
3,11,34,2752.6725,2761.2876
3,11,35,2761.5618,2770.5295
3,11,36,2770.6358,2777.3372
3,11,37,2777.4659,2783.6021
3,11,38,2783.8931,2789.7886
3,11,39,2790.1803,2796.8089
3,11,40,2798.2302,2807.5784
3,11,41,2807.8302,2813.0319
3,11,42,2813.3677,2824.5065
3,11,43,2825.122,2834.2632
3,11,44,2834.4479,2846.7059
3,11,45,2846.9689,2857.1229
3,11,46,2857.4642,2865.8332
3,11,47,2866.6517,2875.1703
3,12,1,2881.0959,2883.5725
3,12,2,2883.9874,2893.7076
3,12,3,2894.3064,2897.2103
3,12,4,2897.4867,2908.8941
3,12,5,2909.5332,2918.7874
3,12,6,2918.7874,2931.1966
3,12,7,2931.4614,2941.1359
3,12,8,2941.3719,2953.643
3,13,1,2957.3277,2960.3698
3,13,2,2960.4446,2972.2839
3,13,3,2972.6984,2985.5049
3,13,4,2985.7985,2997.1196
3,13,5,2997.7241,3009.1488
3,13,6,3009.9024,3023.6423
3,13,7,3023.8955,3033.6576
3,13,8,3033.8367,3041.0725
3,13,9,3042.3511,3047.3077
3,13,10,3047.4992,3056.3286
3,13,11,3056.5695,3064.108
3,13,12,3064.4415,3075.3711
3,13,13,3076.0011,3085.5347
3,13,14,3085.9856,3089.7995
3,13,15,3090.0898,3096.535
3,13,16,3096.8685,3102.449
3,13,17,3102.5725,3110.4507
3,13,18,3110.9078,3115.0984
3,13,19,3115.3269,3123.1335
3,13,20,3123.3497,3134.3904
3,13,21,3135.9902,3146.1291
3,13,22,3146.5059,3151.9381
3,13,23,3152.111,3159.631
3,13,24,3159.9584,3168.7692
3,13,25,3169.0472,3183.3801
3,13,26,3183.6272,3194.6432
3,13,27,3195.1126,3203.9915
3,13,28,3204.1521,3215.3657
3,13,29,3216.6875,3222.9906
3,13,30,3222.9906,3236.1129
3,13,31,3236.7985,3249.3031
3,13,32,3249.9702,3261.19
3,13,33,3261.3135,3268.2158
3,13,34,3269.1176,3281.9372
3,13,35,3282.4128,3287.357
3,13,36,3288.0179,3296.0135
3,13,37,3297.5468,3306.1091
3,13,38,3306.5106,3311.9737
3,13,39,3312.2084,3321.4208
3,13,40,3321.6432,3325.8523
3,13,41,3325.9573,3331.0065
3,13,42,3331.6242,3342.2634
3,13,43,3342.6958,3353.1929
3,13,44,3353.372,3360.1384
3,13,45,3360.6017,3370.2773
3,13,46,3370.5305,3378.1184
3,13,47,3378.7855,3384.928
3,13,48,3385.243,3391.4782
3,13,49,3391.7253,3404.1743
3,13,50,3405.8359,3410.4156
3,13,51,3410.6256,3425.7677
3,13,52,3426.1136,3439.2606
3,13,53,3440.2489,3447.9356
3,13,54,3448.1024,3454.4509
3,13,55,3455.1736,3471.3225
3,13,56,3471.6931,3481.2823
3,13,57,3481.5294,3492.1562
3,13,58,3492.4033,3501.8504
3,13,59,3502.3075,3513.657
3,14,1,3520.5796,3522.8229
3,14,2,3522.8484,3532.0465
3,14,3,3532.4207,3535.7518
3,14,4,3536.3288,3545.2623
3,14,5,3545.6951,3551.3109
3,14,6,3551.8213,3564.6607
3,14,7,3564.8937,3573.7904
3,14,8,3574.1455,3586.445
3,14,9,3588.0419,3602.367
3,14,10,3602.6222,3616.2383
3,14,11,3616.4935,3623.8786
3,14,12,3624.8107,3634.1224
3,14,13,3634.4442,3646.8475
3,14,14,3647.0649,3657.262
3,14,15,3657.5061,3662.6999
3,14,16,3662.9551,3673.9962
3,14,17,3675.3314,3686.9797
3,14,18,3687.2558,3695.6575
3,14,19,3696.0535,3703.1352
3,14,20,3703.7816,3712.3708
3,14,21,3712.8701,3726.1923
3,14,22,3726.3809,3734.4587
3,14,23,3734.836,3742.0963
3,14,24,3742.8412,3749.6839
3,14,25,3750.2831,3762.2743
3,14,26,3762.9068,3767.3834
3,14,27,3767.8777,3775.4986
3,14,28,3777.2683,3788.4456
3,14,29,3788.7341,3795.2456
3,14,30,3796.0836,3802.3608
3,14,31,3802.5272,3811.1927
3,14,32,3811.7549,3812.1545
3,14,33,3812.1323,3815.5472
3,14,34,3816.9437,3825.2426
3,14,35,3825.7863,3831.7403
3,14,36,3832.5947,3843.9773
3,14,37,3844.6568,3855.6014
3,14,38,3856.0572,3862.0242
3,14,39,3862.6456,3869.7655
3,14,40,3869.9763,3880.1826
3,14,41,3880.483,3889.8954
3,14,42,3890.2949,3899.7482
3,14,43,3900.3585,3909.1702
3,14,44,3909.381,3918.6278
3,14,45,3919.0384,3928.8622
3,14,46,3929.0286,3935.2504
3,14,47,3936.1936,3941.8919
3,14,48,3942.136,3953.6131
3,14,49,3954.29,3961.5232
3,14,50,3963.1211,3967.6649
3,14,51,3967.9423,3981.2402
3,14,52,3981.4843,3991.979
3,14,53,3992.4118,3999.636
3,14,54,4000.0393,4003.8645
3,14,55,4004.4526,4007.1852
3,14,56,4007.5292,4011.2607
3,14,57,4011.5714,4017.0106
3,15,1,4020.9766,4024.023
3,15,2,4024.2893,4032.5373
3,15,3,4032.9035,4041.4709
3,15,4,4041.6706,4048.9624
3,15,5,4049.5172,4056.705
3,15,6,4057.2265,4065.7136
3,15,7,4065.9466,4073.0148
3,15,8,4073.2922,4080.0098
3,15,9,4080.5757,4084.9452
3,15,10,4085.1885,4096.9129
3,15,11,4097.2791,4106.1678
3,15,12,4106.7448,4113.6988
3,15,13,4114.3868,4125.1394
3,15,14,4125.6942,4136.1443
3,15,15,4136.2997,4144.8495
3,15,16,4145.7261,4153.4845
3,15,17,4153.7175,4161.9827
3,15,18,4162.2268,4170.7864
3,15,19,4171.7407,4181.7904
3,15,20,4182.1455,4187.6594
3,15,21,4188.0478,4194.6941
3,15,22,4194.9604,4203.1277
3,15,23,4203.4273,4211.137
3,15,24,4211.3811,4221.592
3,15,25,4221.936,4234.7157
3,15,26,4235.1707,4247.8751
3,15,27,4249.5738,4255.4327
3,15,28,4255.7989,4262.0862
3,15,29,4262.519,4271.6961
3,15,30,4272.3286,4281.2241
3,15,31,4281.6125,4290.1326
3,15,32,4290.4766,4297.6363
3,15,33,4297.8249,4306.3883
3,16,1,4311.9874,4319.362
3,16,2,4319.8124,4339.0431
3,16,3,4339.9822,4346.7772
3,16,4,4349.5771,4362.91
3,16,5,4364.1397,4370.5809
3,16,6,4370.9826,4376.455
3,16,7,4376.7947,4383.0546
3,16,8,4383.5673,4391.1119
3,16,9,4391.6122,4398.4404
3,16,10,4399.0025,4409.7652
3,16,11,4410.4879,4419.2617
3,16,12,4419.6138,4432.1369
3,16,13,4432.3654,4441.5469
3,16,14,4441.9052,4452.8532
3,16,15,4454.4962,4467.8779
3,16,16,4468.8044,4480.3763
3,16,17,4481.2596,4492.3435
3,16,18,4492.64,4504.0204
3,16,19,4505.096,4512.1148
3,16,20,4512.3495,4520.3512
3,16,21,4522.3774,4540.3705
3,16,22,4540.9364,4548.4844
3,16,23,4548.8839,4557.4664
3,16,24,4558.181,4569.5708
3,16,25,4570.0036,4573.0863
3,16,26,4573.5302,4583.6629
3,16,27,4584.3731,4598.0691
3,16,28,4598.9457,4606.2253
3,16,29,4606.4694,4619.6606
3,16,30,4620.0046,4628.5493
3,16,31,4628.971,4634.6428
3,16,32,4635.1796,4644.9641
3,16,33,4645.4967,4655.5428
3,16,34,4656.0089,4667.1703
3,17,1,4672.5148,4675.364
3,17,2,4675.8522,4684.8763
3,17,3,4685.3534,4694.7985
3,17,4,4695.0981,4709.7208
3,17,5,4710.9747,4726.1744
3,17,6,4726.9179,4736.0252
3,17,7,4736.5689,4746.1131
3,17,8,4747.5652,4756.3143
3,17,9,4756.5251,4763.7866
3,17,10,4764.2527,4777.5083
3,17,11,4778.2851,4789.0126
3,17,12,4789.2345,4798.8307
3,17,13,4800.1512,4811.9611
3,17,14,4812.2586,4824.0207
3,17,15,4824.3563,4834.6753
3,17,16,4834.9194,4839.6045
3,18,1,4845.1593,4847.6702
3,18,2,4848.1141,4853.6475
3,18,3,4854.2071,4866.6103
3,18,4,4867.0209,4873.6563
3,18,5,4874.0336,4881.746
3,18,6,4882.3156,4888.9381
3,18,7,4889.3154,4895.4572
3,18,8,4895.8345,4900.3491
3,18,9,4900.7597,4910.3944
3,18,10,4911.5041,4917.4015
3,18,11,4917.6567,4923.8536
3,18,12,4924.1199,4928.0223
3,18,13,4928.1444,4932.1793
3,18,14,4932.4231,4937.2945
3,18,15,4937.6788,4942.8453
3,18,16,4943.3158,4947.0222
3,18,17,4947.4106,4957.6976
3,18,18,4958.0865,4964.3686
3,18,19,4965.2008,4970.0055
3,18,20,4970.3495,4975.4271
3,18,21,4975.649,4982.2287
3,18,22,4982.5394,4986.5673
3,18,23,4986.5673,4995.4865
3,18,24,4995.7084,5003.0263
3,18,25,5003.8031,5009.9946
3,18,26,5010.2942,5020.2515
3,18,27,5020.5844,5028.1527
3,18,28,5028.2526,5036.0896
3,18,29,5036.3837,5043.9775
3,18,30,5045.298,5055.6774
3,19,1,5062.522,5065.4492
3,19,2,5065.6711,5073.1226
3,19,3,5073.1226,5120.0
27,1,1,0.4459,10.7268
27,1,2,11.2148,18.0437
27,1,3,18.5421,31.8289
27,1,4,32.2234,38.3879
27,1,5,38.8863,46.2447
27,1,6,46.8573,53.6235
27,2,1,58.315,63.041
27,2,2,63.332,71.778
27,2,3,72.216,78.8
27,2,4,79.152,84.705
27,2,5,85.028,91.159
27,2,6,91.712,96.57
27,2,7,97.192,107.536
27,2,8,108.078,116.324
27,2,9,116.88,122.43
27,2,10,122.718,128.29
27,2,11,128.884,133.926
27,2,12,134.139,144.811
27,3,1,148.561,153.301
27,3,2,154.036,159.23
27,3,3,159.432,166.139
27,3,4,166.462,172.472
27,3,5,173.1,179.565
27,3,6,180.032,186.889
27,3,7,187.356,193.256
27,3,8,193.798,205.444
27,3,9,205.692,211.379
27,4,1,215.441,218.513
27,4,2,219.291,228.142
27,4,3,228.568,237.005
27,4,4,238.428,245.118
27,4,5,245.452,254.015
27,4,6,254.015,259.351
27,4,7,259.656,267.856
27,4,8,268.323,275.076
27,4,9,275.514,284.365
27,5,1,289.188,293.014
27,5,2,293.625,298.88
27,5,3,299.404,306.285
27,5,4,306.896,314.053
27,5,5,314.468,320.818
27,5,6,321.625,329.548
27,5,7,330.107,337.806
27,5,8,338.348,348.225
27,5,9,348.496,357.601
27,5,10,358.2,368.239
27,5,11,368.775,379.309
27,5,12,379.828,391.698
27,5,13,392.205,400.601
27,6,1,404.749,409.56
27,6,2,409.915,416.958
27,6,3,417.171,425.769
27,6,4,426.407,432.299
27,6,5,432.774,439.604
27,6,6,439.91,445.518
27,6,7,445.911,455.492
27,6,8,455.918,462.208
27,6,9,462.776,470.097
27,6,10,470.823,476.922
27,6,11,477.544,485.905
27,7,1,491.496,499.724
27,7,2,500.171,508.383
27,7,3,508.847,514.439
27,7,4,515.127,521.995
27,7,5,522.366,528.383
27,7,6,529.37,540.044
27,7,7,540.633,551.006
27,7,8,551.612,558.158
27,7,9,559.053,567.684
27,7,10,568.322,578.455
27,7,11,579.061,584.025
27,7,12,584.587,589.977
27,7,13,590.621,597.544
27,7,14,598.09,604.631
27,7,15,605.297,612.225
27,7,16,613.016,619.367
27,7,17,620.016,626.279
27,7,18,626.705,634.01
27,8,1,638.911,642.64
27,8,2,643.147,653.001
27,8,3,653.59,663.308
27,8,4,664.558,672.109
27,8,5,672.758,678.639
27,8,6,679.081,686.572
27,8,7,687.2,693.452
27,8,8,694.074,699.098
27,8,9,699.602,706.312
27,8,10,706.694,712.537
27,9,1,718.264,722.501
27,9,2,722.816,728.931
27,9,3,729.292,735.604
27,9,4,736.074,742.256
27,9,5,742.751,750.415
27,9,6,750.864,758.563
27,9,7,759.925,769.458
27,9,8,770.139,775.842
27,9,9,776.379,782.52
27,9,10,782.881,789.513
27,9,11,789.719,797.579
27,9,12,797.837,804.628
27,9,13,805.036,811.842
27,9,14,812.213,821.12
27,9,15,821.682,831.038
27,9,16,832.622,840.337
27,9,17,840.812,850.487
27,9,18,850.848,857.784
27,9,19,858.346,867.284
27,9,20,867.717,875.014
27,9,21,875.855,884.266
27,10,1,888.863,895.639
27,10,2,895.639,903.762
27,10,3,903.762,912.509
27,10,4,912.886,921.049
27,10,5,921.405,931.705
27,10,6,931.937,938.664
27,10,7,939.897,948.365
27,10,8,948.69,958.706
27,10,9,959.165,971.054
27,10,10,971.405,978.0
27,10,11,978.186,986.303
27,10,12,987.825,995.499
27,10,13,995.912,1002.275
27,10,14,1002.456,1016.738
27,10,15,1017.032,1023.865
27,10,16,1024.2,1030.429
27,10,17,1030.811,1038.051
27,10,18,1038.474,1046.493
27,11,1,1050.373,1061.015
27,11,2,1061.366,1072.146
27,11,3,1072.538,1077.753
27,11,4,1078.184,1089.604
27,11,5,1090.027,1097.727
27,11,6,1098.129,1106.84
27,11,7,1106.84,1114.235
27,12,1,1117.882,1122.134
27,12,2,1122.134,1129.741
27,12,3,1129.942,1138.235
27,12,4,1138.479,1145.794
27,12,5,1146.358,1154.733
27,12,6,1155.188,1166.557
27,12,7,1167.021,1177.138
27,12,8,1177.436,1184.429
27,12,9,1184.816,1191.979
27,13,1,1197.502,1199.845
27,13,2,1200.01,1207.828
27,13,3,1207.828,1217.983
27,13,4,1218.38,1226.916
27,13,5,1227.133,1234.275
27,13,6,1234.548,1245.462
27,14,1,1249.203,1261.846
27,14,2,1262.073,1271.826
27,14,3,1272.032,1280.191
27,14,4,1280.418,1289.851
27,14,5,1290.026,1295.745
27,14,6,1295.941,1301.345
27,14,7,1301.758,1313.915
27,15,1,1318.476,1327.527
27,15,2,1327.527,1333.916
27,15,3,1334.112,1343.143
27,15,4,1343.143,1353.025
27,15,5,1353.448,1365.11
27,16,1,1369.248,1375.494
27,16,2,1375.659,1382.275
27,16,3,1382.683,1389.515
27,16,4,1389.742,1402.302
27,16,5,1402.606,1408.585
27,16,6,1409.06,1415.975
27,16,7,1415.975,1423.762
27,16,8,1423.917,1430.92
27,16,9,1431.152,1439.084
27,16,10,1439.373,1446.943
27,16,11,1447.216,1457.088
27,17,1,1461.372,1474.148
27,17,2,1474.945,1481.131
27,17,3,1481.639,1491.874
27,17,4,1492.463,1499.447
27,17,5,1500.129,1507.134
27,17,6,1507.483,1515.738
27,17,7,1516.251,1523.332
27,17,8,1523.779,1530.424
27,17,9,1530.97,1538.155
27,17,10,1538.155,1544.68
27,17,11,1545.089,1551.991
27,17,12,1552.771,1560.071
27,17,13,1560.426,1569.652
27,17,14,1569.821,1586.311
27,17,15,1586.573,1593.704
27,18,1,1598.827,1611.246
27,18,2,1611.246,1616.588
27,18,3,1616.588,1628.952
27,18,4,1629.282,1635.3
27,18,5,1635.553,1642.422
27,18,6,1642.572,1648.378
